user,failed_logins,docs_accessed,session_duration_min,day_of_week,download_mb,own_section,role,entity_type,is_anomaly
user_23@scp.local,0,10,62.8,4,33.2,0.83,1,1,0
user_14@scp.local,0,3,51.7,4,4.59,0.84,3,1,0
user_42@scp.local,0,5,33.4,0,47.76,0.8,5,1,0
user_6@scp.local,0,7,10.7,3,17.01,0.97,2,1,0
user_41@scp.local,0,5,14.1,3,25.1,0.94,3,2,0
user_10@scp.local,0,9,47.7,3,31.84,0.83,2,2,0
user_19@scp.local,0,5,11.4,1,37.01,0.94,1,1,0
user_41@scp.local,0,3,64.6,0,9.03,0.93,2,1,0
user_22@scp.local,20,0,8.2,0,6.34,0.91,1,2,1
user_23@scp.local,0,5,70.5,1,29.63,0.85,1,1,0
user_38@scp.local,0,1,20.1,2,36.39,0.85,2,1,0
user_3@scp.local,0,2,115.1,1,27.67,0.81,5,2,0
user_20@scp.local,0,9,53.8,0,32.65,0.98,1,2,0
user_44@scp.local,0,10,93.6,1,8.0,0.97,1,1,0
user_25@scp.local,0,3,41.7,4,14.57,0.85,3,2,0
user_12@scp.local,0,4,63.1,3,16.83,0.89,4,1,0
user_8@scp.local,0,5,31.5,2,18.75,0.93,4,2,0
user_40@scp.local,0,9,78.6,1,37.89,0.82,2,1,0
user_45@scp.local,0,3,37.2,2,30.92,0.94,3,2,0
user_6@scp.local,0,2,72.5,1,22.29,0.81,3,1,0
user_7@scp.local,0,4,285.0,5,13.83,0.84,3,1,1
user_30@scp.local,0,8,79.7,4,44.88,0.98,2,2,0
user_12@scp.local,0,7,72.9,2,2.4,0.95,5,2,0
user_44@scp.local,0,7,97.0,4,6.53,0.99,3,2,0
user_49@scp.local,0,8,115.1,4,34.28,0.9,2,1,0
user_42@scp.local,0,43,84.2,4,14.58,0.05,4,1,1
user_19@scp.local,0,9,92.0,1,35.79,0.95,4,2,0
user_10@scp.local,0,4,91.0,2,2.98,0.83,1,2,0
user_43@scp.local,0,3,8.1,4,37.37,0.93,3,1,0
user_36@scp.local,0,7,95.5,0,14.25,0.85,5,2,0
user_21@scp.local,0,63,16.0,0,4.24,0.97,2,1,1
user_45@scp.local,0,2,100.6,4,47.25,0.92,5,2,0
user_33@scp.local,0,8,27.8,2,0.97,0.81,5,1,0
user_16@scp.local,0,9,103.3,4,26.26,0.94,3,2,0
user_10@scp.local,0,9,98.4,1,1.46,0.93,4,2,0
user_23@scp.local,0,6,11.5,1,33.16,0.83,4,2,0
user_43@scp.local,0,5,81.9,2,26.03,0.82,2,1,0
user_41@scp.local,0,23,49.5,2,46.77,0.03,5,2,1
user_49@scp.local,0,1,98.7,1,18.38,0.99,5,1,0
user_29@scp.local,0,1,98.3,0,27.1,0.91,5,1,0
user_17@scp.local,0,0,83.2,3,5.13,0.95,3,1,0
user_29@scp.local,0,0,80.6,0,8.69,0.91,4,2,0
user_50@scp.local,0,0,55.0,2,9.64,0.99,5,1,0
user_48@scp.local,0,1,6.8,2,40.08,0.95,1,1,0
user_43@scp.local,0,3,86.2,1,32.73,0.93,4,2,0
user_20@scp.local,0,6,101.2,0,27.06,1.0,2,1,0
user_22@scp.local,0,175,17.3,2,15.97,0.92,1,1,1
user_6@scp.local,0,99,70.9,1,1446.17,0.96,1,2,1
user_48@scp.local,0,2,49.0,0,47.08,0.87,2,2,0
user_8@scp.local,0,8,90.2,3,1.87,0.93,1,2,0
user_8@scp.local,0,5,57.0,3,21.82,0.93,3,2,0
user_47@scp.local,0,1,448.1,6,26.35,0.99,4,1,1
user_35@scp.local,0,1,16.7,4,11.28,0.92,1,1,0
user_5@scp.local,0,7,31.9,2,25.17,0.95,3,1,0
user_14@scp.local,0,1,24.7,4,5.46,0.8,3,1,0
user_34@scp.local,0,4,17.8,0,11.37,0.95,1,2,0
user_16@scp.local,0,2,115.8,3,16.64,0.98,3,2,0
user_5@scp.local,0,4,35.9,1,5.1,0.97,4,1,0
user_32@scp.local,0,0,117.7,4,27.17,0.87,3,2,0
user_39@scp.local,0,0,15.1,2,29.31,0.92,3,1,0
user_12@scp.local,0,5,18.2,2,2.71,0.87,3,1,0
user_21@scp.local,0,9,47.6,3,10.93,0.87,4,2,0
user_10@scp.local,0,2,8.0,1,2.79,0.89,1,2,0
user_36@scp.local,0,5,23.1,2,10.26,0.93,3,2,0
user_37@scp.local,0,7,66.9,1,23.84,0.89,1,1,0
user_25@scp.local,0,48,36.6,3,27.0,0.16,4,1,1
user_7@scp.local,0,10,117.8,4,31.34,0.93,4,1,0
user_23@scp.local,0,6,34.4,4,47.99,0.8,1,1,0
user_33@scp.local,0,8,9.0,0,12.78,0.99,3,2,0
user_19@scp.local,0,3,10.6,0,34.03,0.99,2,1,0
user_4@scp.local,0,1,83.0,4,4.95,0.91,4,1,0
user_11@scp.local,0,6,88.7,4,16.82,0.82,1,1,0
user_21@scp.local,0,8,5.7,3,27.46,0.93,2,1,0
user_38@scp.local,0,5,57.3,2,3.47,0.96,3,2,0
user_8@scp.local,0,7,103.5,3,17.88,0.93,4,2,0
user_18@scp.local,0,5,47.3,2,6.11,0.96,5,2,0
user_6@scp.local,0,5,18.9,4,32.97,0.87,2,1,0
user_40@scp.local,0,8,55.9,2,21.49,0.86,3,2,0
user_46@scp.local,0,0,14.8,2,43.12,0.99,5,1,0
user_7@scp.local,0,8,11.3,1,11.13,0.95,3,2,0
user_12@scp.local,0,4,99.4,2,36.73,0.91,3,1,0
user_2@scp.local,0,4,31.0,4,36.68,0.97,4,2,0
user_7@scp.local,0,10,92.1,2,35.09,0.86,4,1,0
user_43@scp.local,0,5,111.6,1,33.02,0.88,5,2,0
user_18@scp.local,0,10,94.5,0,20.21,0.99,3,2,0
user_49@scp.local,0,7,10.0,4,0.9,0.94,2,1,0
user_1@scp.local,0,10,52.8,4,47.88,0.98,5,2,0
user_42@scp.local,0,6,91.2,2,0.36,0.82,5,2,0
user_4@scp.local,0,9,30.0,2,39.26,0.91,2,2,0
user_21@scp.local,0,9,16.7,4,1.62,0.98,5,1,0
user_6@scp.local,0,8,81.1,1,18.38,0.93,4,1,0
user_40@scp.local,0,35,53.3,0,1419.43,0.99,3,1,1
user_6@scp.local,0,4,39.3,2,36.49,0.97,2,1,0
user_22@scp.local,0,4,23.6,4,12.66,0.88,2,2,0
user_13@scp.local,0,120,24.6,1,26.34,0.84,5,2,1
user_35@scp.local,0,6,84.2,2,48.49,0.9,4,1,0
user_45@scp.local,0,1,106.0,3,18.81,0.91,1,2,0
user_3@scp.local,0,2,27.6,3,48.6,0.87,1,1,0
user_38@scp.local,0,3,114.8,0,9.13,0.9,3,2,0
user_44@scp.local,0,10,113.9,2,47.45,0.92,1,2,0
user_25@scp.local,0,6,58.3,1,30.47,0.99,5,1,0
user_32@scp.local,0,8,97.9,3,41.47,0.98,2,2,0
user_3@scp.local,0,5,115.4,4,12.48,0.81,5,2,0
user_48@scp.local,0,7,98.6,1,20.72,0.8,4,2,0
user_32@scp.local,0,8,19.7,3,39.66,0.85,2,1,0
user_34@scp.local,0,5,74.3,0,38.85,0.89,4,2,0
user_33@scp.local,0,7,15.0,3,29.07,0.84,2,1,0
user_47@scp.local,0,6,104.6,1,43.8,0.82,2,2,0
user_48@scp.local,0,2,17.1,3,27.34,0.88,4,2,0
user_37@scp.local,0,4,119.7,2,27.16,0.85,3,2,0
user_38@scp.local,0,6,8.4,1,33.11,0.86,2,1,0
user_18@scp.local,0,0,32.4,1,40.07,0.99,4,2,0
user_49@scp.local,0,1,116.8,2,10.17,0.88,3,2,0
user_17@scp.local,0,6,111.2,1,26.01,0.81,5,1,0
user_32@scp.local,0,10,43.2,3,33.79,0.98,4,2,0
user_3@scp.local,0,35,11.9,3,1198.3,1.0,4,1,1
user_19@scp.local,0,10,51.2,1,32.4,0.85,4,2,0
user_47@scp.local,0,2,32.7,4,28.32,0.98,3,2,0
user_44@scp.local,0,2,112.5,1,5.77,0.96,3,1,0
user_9@scp.local,0,9,108.1,2,32.68,0.86,3,1,0
user_27@scp.local,0,10,16.3,0,29.59,0.95,1,1,0
user_19@scp.local,0,9,14.4,0,9.49,0.91,2,2,0
user_40@scp.local,0,1,30.1,4,31.05,0.85,3,2,0
user_6@scp.local,20,4,77.5,3,13.41,0.82,4,2,1
user_42@scp.local,0,4,105.8,0,26.61,0.93,2,2,0
user_29@scp.local,0,1,53.3,4,6.43,0.94,4,2,0
user_8@scp.local,0,5,72.7,0,49.82,0.91,4,1,0
user_30@scp.local,0,5,52.2,0,49.96,0.94,2,2,0
user_22@scp.local,0,7,16.0,2,25.55,0.94,3,2,0
user_2@scp.local,0,8,112.5,3,46.52,0.8,2,1,0
user_47@scp.local,0,6,62.1,3,29.43,0.95,5,2,0
user_41@scp.local,0,4,80.6,2,40.76,0.91,5,1,0
user_25@scp.local,0,9,60.8,4,18.62,0.84,3,2,0
user_1@scp.local,0,6,62.9,3,43.59,0.8,1,1,0
user_30@scp.local,0,5,112.4,4,5.3,0.97,1,2,0
user_22@scp.local,0,6,83.8,2,16.8,0.99,2,2,0
user_11@scp.local,0,6,42.1,0,36.91,0.83,3,2,0
user_25@scp.local,0,2,116.8,1,21.51,0.98,3,2,0
user_39@scp.local,0,3,96.1,3,24.22,0.91,1,1,0
user_18@scp.local,0,10,5.2,2,38.18,0.94,3,1,0
user_17@scp.local,0,8,10.1,4,31.25,0.82,4,2,0
user_50@scp.local,0,1,28.7,2,2.25,0.81,3,2,0
user_28@scp.local,0,6,34.5,2,45.75,0.96,1,2,0
user_44@scp.local,0,10,102.6,1,8.39,0.84,3,1,0
user_17@scp.local,0,3,59.1,4,23.2,0.89,3,1,0
user_12@scp.local,0,6,97.9,4,2.18,1.0,2,1,0
user_2@scp.local,0,8,36.2,3,45.08,0.97,4,1,0
user_38@scp.local,0,5,12.9,0,28.73,0.81,2,2,0
user_45@scp.local,0,4,17.1,1,5.87,0.85,1,1,0
user_48@scp.local,25,2,54.0,1,45.27,0.82,5,2,1
user_49@scp.local,0,8,75.7,1,33.12,0.94,5,1,0
user_49@scp.local,0,9,27.3,1,16.83,0.84,5,2,0
user_23@scp.local,0,3,84.5,4,22.42,0.85,2,2,0
user_4@scp.local,0,10,93.5,2,31.09,0.83,2,1,0
user_25@scp.local,0,6,69.1,4,11.71,0.9,3,2,0
user_9@scp.local,0,1,73.7,4,3.2,0.91,2,2,0
user_5@scp.local,0,9,65.6,4,17.71,0.85,1,1,0
user_8@scp.local,0,9,109.9,3,32.99,0.85,1,2,0
user_46@scp.local,0,9,69.5,4,12.02,0.8,3,1,0
user_6@scp.local,0,3,106.1,2,1.73,0.99,5,1,0
user_5@scp.local,0,10,42.4,4,19.27,0.95,4,2,0
user_3@scp.local,0,7,88.2,3,13.86,0.88,4,2,0
user_29@scp.local,0,2,10.9,4,44.2,0.83,5,1,0
user_10@scp.local,0,9,71.7,4,42.56,0.98,5,2,0
user_33@scp.local,0,7,19.0,0,5.38,0.86,4,2,0
user_22@scp.local,0,6,96.8,2,21.36,0.81,3,1,0
user_24@scp.local,0,1,78.0,2,35.45,0.98,1,1,0
user_36@scp.local,0,1,51.6,4,47.78,0.91,5,2,0
user_2@scp.local,0,7,17.4,2,10.87,0.9,2,2,0
user_41@scp.local,0,8,9.5,0,37.18,0.83,4,1,0
user_19@scp.local,0,2,34.3,0,3.96,0.88,1,2,0
user_10@scp.local,0,7,43.8,0,5.65,0.85,4,1,0
user_30@scp.local,0,8,59.1,2,18.04,0.91,5,1,0
user_42@scp.local,0,6,60.9,3,8.17,0.83,4,1,0
user_2@scp.local,0,9,103.7,2,13.11,1.0,1,1,0
user_5@scp.local,0,8,68.2,4,32.0,0.96,5,2,0
user_47@scp.local,0,6,44.1,0,36.32,0.89,4,1,0
user_22@scp.local,0,9,93.4,3,17.33,0.94,1,2,0
user_7@scp.local,0,5,44.2,2,42.34,0.8,1,2,0
user_49@scp.local,0,8,99.3,4,9.56,0.85,3,1,0
user_31@scp.local,0,3,6.8,2,26.24,0.91,3,1,0
user_37@scp.local,0,16,63.4,4,26.84,0.04,4,2,1
user_3@scp.local,0,0,61.2,2,13.61,0.89,3,1,0
user_13@scp.local,0,5,103.9,1,6.75,0.81,1,2,0
user_49@scp.local,0,2,33.9,4,27.88,0.93,5,1,0
user_24@scp.local,0,8,301.9,5,34.95,0.88,4,2,1
user_5@scp.local,0,5,64.2,3,46.1,0.97,3,1,0
user_21@scp.local,0,7,75.6,0,44.5,0.92,3,1,0
user_34@scp.local,0,3,6.1,1,34.19,0.82,5,1,0
user_17@scp.local,0,8,105.1,3,25.95,0.87,5,2,0
user_50@scp.local,0,6,46.3,1,15.46,0.84,3,2,0
user_30@scp.local,0,8,69.8,0,17.04,0.82,1,1,0
user_15@scp.local,0,3,26.8,2,47.42,0.92,4,2,0
user_38@scp.local,0,6,14.3,4,37.59,0.89,3,1,0
user_39@scp.local,0,3,27.4,4,13.74,0.97,5,2,0
user_33@scp.local,0,66,103.2,0,724.62,0.93,2,1,1
user_45@scp.local,0,7,17.8,4,18.65,0.96,5,2,0
user_20@scp.local,0,8,108.1,3,41.4,0.8,5,1,0
user_17@scp.local,0,3,114.3,1,17.61,0.92,1,1,0
user_37@scp.local,0,10,25.2,4,13.8,0.89,5,1,0
user_42@scp.local,0,3,110.7,1,2.7,0.81,5,2,0
user_20@scp.local,0,4,117.2,0,7.35,0.96,4,1,0
user_42@scp.local,0,1,117.5,1,18.17,0.95,1,1,0
user_27@scp.local,0,0,6.2,1,39.24,0.91,5,1,0
user_20@scp.local,29,1,27.4,0,38.09,0.97,4,2,1
user_25@scp.local,0,5,24.8,4,21.04,0.94,5,2,0
user_15@scp.local,0,9,94.7,1,18.53,0.98,2,2,0
user_27@scp.local,0,2,79.0,0,35.19,0.89,5,2,0
user_37@scp.local,0,0,53.7,0,5.1,0.99,1,2,0
user_6@scp.local,0,7,95.1,4,5.88,1.0,1,1,0
user_47@scp.local,0,4,6.4,2,36.19,0.87,3,2,0
user_31@scp.local,0,7,10.2,2,35.84,0.87,4,2,0
user_29@scp.local,0,10,5.2,3,38.16,0.81,2,1,0
user_4@scp.local,0,7,72.2,2,8.31,0.86,3,1,0
user_40@scp.local,0,3,62.6,1,33.05,0.81,3,2,0
user_24@scp.local,0,3,5.2,2,26.24,0.94,2,1,0
user_30@scp.local,0,4,67.9,3,0.96,0.93,1,1,0
user_29@scp.local,0,1,15.6,1,48.12,0.83,4,2,0
user_31@scp.local,0,7,52.4,2,44.79,0.85,5,2,0
user_42@scp.local,0,4,68.3,4,33.43,0.83,2,1,0
user_27@scp.local,0,2,72.2,3,41.52,0.98,1,2,0
user_27@scp.local,0,6,20.6,4,45.85,0.89,5,2,0
user_24@scp.local,0,34,36.0,3,38.31,0.0,3,2,1
user_9@scp.local,0,1,45.3,4,11.03,0.89,1,1,0
user_7@scp.local,0,1,15.2,2,14.48,0.82,5,1,0
user_31@scp.local,0,9,63.8,1,28.38,0.86,4,2,0
user_29@scp.local,0,0,39.6,2,38.04,0.81,2,1,0
user_6@scp.local,0,6,73.4,2,8.64,0.99,5,1,0
user_32@scp.local,0,9,109.4,4,7.62,0.93,2,1,0
user_21@scp.local,0,6,67.9,1,27.66,0.91,3,2,0
user_15@scp.local,0,9,107.5,0,22.17,0.82,2,2,0
user_38@scp.local,0,10,102.6,1,8.32,0.91,1,2,0
user_23@scp.local,0,1,102.7,2,25.36,0.91,1,1,0
user_16@scp.local,0,2,27.0,0,2.08,0.94,1,1,0
user_18@scp.local,0,3,54.7,0,41.77,0.85,1,2,0
user_49@scp.local,0,4,27.1,0,28.23,0.9,3,1,0
user_10@scp.local,0,5,69.6,4,15.2,0.83,5,1,0
user_36@scp.local,0,2,32.1,4,48.63,0.96,2,1,0
user_32@scp.local,11,4,59.4,4,28.05,0.86,5,1,1
user_9@scp.local,0,8,23.6,2,8.17,0.8,3,2,0
user_14@scp.local,0,9,48.9,3,34.59,1.0,4,2,0
user_39@scp.local,0,6,81.6,1,47.7,0.88,3,2,0
user_12@scp.local,0,87,11.6,3,34.45,0.8,3,1,1
user_30@scp.local,0,3,24.8,2,49.19,0.84,3,2,0
user_17@scp.local,0,8,60.6,4,1.11,0.96,5,2,0
user_33@scp.local,0,9,49.5,4,11.17,0.94,2,1,0
user_26@scp.local,0,7,17.5,2,46.89,0.98,4,1,0
user_21@scp.local,0,46,20.8,1,8.23,0.05,4,2,1
user_39@scp.local,0,4,119.1,4,28.58,0.9,4,2,0
user_37@scp.local,0,0,92.1,0,13.25,0.92,2,2,0
user_35@scp.local,0,1,36.4,4,43.89,0.93,5,2,0
user_29@scp.local,0,4,109.7,1,37.82,0.9,4,1,0
user_23@scp.local,0,7,90.0,0,13.72,0.93,2,2,0
user_45@scp.local,0,3,35.6,4,47.72,0.93,2,1,0
user_22@scp.local,0,5,17.3,0,13.09,0.82,2,2,0
user_44@scp.local,0,10,83.8,3,17.23,0.86,4,1,0
user_11@scp.local,0,86,87.6,4,609.67,0.96,2,2,1
user_39@scp.local,0,0,21.7,3,25.35,0.84,2,1,0
user_31@scp.local,0,1,70.9,3,28.6,0.81,5,1,0
user_28@scp.local,0,2,407.5,5,1.89,0.94,4,1,1
user_8@scp.local,0,5,93.3,2,20.76,0.83,5,2,0
user_29@scp.local,0,7,19.7,4,8.87,0.84,2,1,0
user_44@scp.local,0,9,58.6,4,4.4,0.81,5,1,0
user_35@scp.local,0,45,5.8,4,9.29,0.12,1,2,1
user_26@scp.local,0,6,61.4,4,15.25,0.9,4,2,0
user_4@scp.local,0,6,99.9,4,38.32,0.97,3,1,0
user_43@scp.local,0,7,299.0,5,12.28,1.0,3,1,1
user_43@scp.local,0,2,77.0,3,46.39,0.91,3,1,0
user_3@scp.local,0,5,81.9,1,23.35,0.82,1,2,0
user_19@scp.local,0,5,51.4,4,38.43,0.92,2,2,0
user_5@scp.local,0,8,72.6,4,18.41,0.92,1,1,0
user_31@scp.local,0,5,59.1,1,19.99,0.91,2,2,0
user_28@scp.local,0,10,62.0,0,27.55,0.83,5,1,0
user_25@scp.local,0,10,94.0,2,13.27,0.85,4,2,0
user_36@scp.local,0,0,98.1,2,7.5,0.91,3,2,0
user_9@scp.local,0,5,20.0,3,12.38,0.97,5,1,0
user_23@scp.local,0,9,116.7,2,44.94,0.96,5,2,0
user_36@scp.local,0,6,100.2,0,33.27,0.8,2,1,0
user_14@scp.local,0,5,90.2,0,9.38,0.96,2,1,0
user_17@scp.local,0,4,100.3,4,37.71,0.82,1,1,0
user_38@scp.local,0,1,67.9,1,18.4,0.94,4,2,0
user_22@scp.local,0,1,91.4,2,12.59,0.89,3,2,0
user_47@scp.local,0,8,106.3,1,41.67,0.88,5,1,0
user_20@scp.local,0,2,50.5,2,4.6,0.92,3,1,0
user_16@scp.local,0,4,11.9,4,28.69,0.92,4,2,0
user_37@scp.local,0,7,31.7,3,17.32,0.86,4,2,0
user_17@scp.local,0,44,88.4,0,3.1,0.27,1,2,1
user_21@scp.local,0,9,78.8,2,15.41,0.83,4,1,0
user_10@scp.local,0,3,77.8,1,41.46,0.86,3,2,0
user_44@scp.local,0,8,14.6,4,9.76,0.99,2,2,0
user_43@scp.local,0,1,83.0,2,13.12,0.94,4,2,0
user_13@scp.local,0,5,14.8,1,29.64,0.88,2,1,0
user_38@scp.local,0,4,118.3,1,29.08,0.89,5,1,0
user_29@scp.local,0,53,69.2,2,886.72,0.97,2,2,1
user_18@scp.local,0,10,32.6,3,34.91,0.94,1,1,0
user_44@scp.local,0,7,59.8,3,28.96,0.99,1,2,0
user_45@scp.local,0,0,56.1,4,20.43,0.99,1,1,0
user_22@scp.local,0,6,26.9,4,10.62,0.97,4,2,0
user_8@scp.local,0,9,43.7,4,37.87,0.83,3,2,0
user_34@scp.local,0,1,30.8,3,24.03,0.8,5,1,0
user_37@scp.local,0,8,97.5,2,43.99,0.81,1,2,0
user_6@scp.local,0,6,29.1,0,29.62,0.9,4,2,0
user_24@scp.local,0,10,116.1,3,36.85,0.96,3,2,0
user_31@scp.local,0,6,107.0,3,4.29,0.82,3,1,0
user_37@scp.local,0,5,116.9,4,18.42,0.82,1,1,0
user_43@scp.local,0,6,107.5,0,6.71,0.87,3,2,0
user_15@scp.local,0,39,46.7,4,1810.41,0.86,5,2,1
user_12@scp.local,0,9,118.4,4,48.28,0.93,1,2,0
user_15@scp.local,0,4,119.8,3,9.94,0.83,4,1,0
user_30@scp.local,0,2,41.7,2,43.71,0.81,5,1,0
user_23@scp.local,0,8,61.1,0,15.68,0.99,5,2,0
user_25@scp.local,0,5,69.7,4,44.79,0.85,3,2,0
user_14@scp.local,0,10,73.9,3,6.95,0.8,5,1,0
user_39@scp.local,0,10,31.0,2,3.92,0.83,2,1,0
user_27@scp.local,0,8,92.5,0,10.33,0.91,5,2,0
user_43@scp.local,0,2,26.5,1,45.25,0.99,4,1,0
user_6@scp.local,0,7,35.2,2,45.46,0.91,4,2,0
user_11@scp.local,0,7,21.4,2,29.5,0.8,3,2,0
user_2@scp.local,0,1,110.1,0,1.49,0.92,4,1,0
user_3@scp.local,0,10,20.2,4,34.26,0.97,1,1,0
user_34@scp.local,0,6,81.2,1,3.74,0.88,5,2,0
user_23@scp.local,0,7,23.8,0,0.69,0.92,3,1,0
user_45@scp.local,0,3,97.6,2,10.09,0.87,3,1,0
user_45@scp.local,0,3,18.4,3,9.05,0.94,3,1,0
user_34@scp.local,0,1,104.8,4,42.88,0.85,4,2,0
user_13@scp.local,0,5,22.7,3,34.51,0.95,2,2,0
user_6@scp.local,0,4,63.1,1,43.63,0.83,4,2,0
user_27@scp.local,0,5,80.4,0,27.31,0.86,2,2,0
user_18@scp.local,0,0,69.7,4,33.24,0.92,5,2,0
user_42@scp.local,22,5,65.6,4,15.86,0.94,5,1,1
user_31@scp.local,0,7,20.0,3,49.86,0.82,4,2,0
user_27@scp.local,0,10,86.0,4,27.22,0.96,2,1,0
user_29@scp.local,0,3,49.2,0,33.36,0.85,3,1,0
user_49@scp.local,0,8,106.4,1,29.62,0.91,2,1,0
user_12@scp.local,0,0,72.9,3,47.92,0.83,1,2,0
user_7@scp.local,0,5,105.0,2,0.97,0.92,2,2,0
user_28@scp.local,0,0,73.1,0,33.46,0.9,5,1,0
user_12@scp.local,0,5,92.1,0,38.02,0.89,4,2,0
user_35@scp.local,0,10,80.7,1,37.7,0.94,3,1,0
user_3@scp.local,0,10,102.5,4,45.88,0.88,4,2,0
user_26@scp.local,0,5,113.4,1,0.94,0.92,3,2,0
user_43@scp.local,0,2,106.5,3,34.09,0.96,3,1,0
user_30@scp.local,0,1,96.7,1,27.55,0.87,1,2,0
user_7@scp.local,0,5,93.3,3,31.63,0.8,5,2,0
user_44@scp.local,0,41,9.4,3,0.58,0.22,1,2,1
user_17@scp.local,0,3,88.4,2,46.57,0.97,1,1,0
user_40@scp.local,0,2,87.2,4,29.68,0.96,2,2,0
user_27@scp.local,0,0,106.6,0,36.47,0.92,1,1,0
user_30@scp.local,0,45,22.5,4,10.42,0.06,2,1,1
user_48@scp.local,0,1,74.0,4,27.66,0.88,2,2,0
user_11@scp.local,0,3,113.5,0,35.49,0.87,3,2,0
user_34@scp.local,0,7,114.5,4,3.8,0.81,1,2,0
user_36@scp.local,0,146,11.6,1,32.23,0.88,3,2,1
user_8@scp.local,0,5,51.4,3,28.23,0.83,5,1,0
user_31@scp.local,0,9,12.3,0,9.42,0.87,4,2,0
user_17@scp.local,25,9,97.1,1,23.61,0.88,1,1,1
user_44@scp.local,0,2,450.7,5,19.76,0.89,2,2,1
user_34@scp.local,0,0,6.5,3,39.51,0.88,3,1,0
user_5@scp.local,0,3,71.4,3,1.6,0.99,2,2,0
user_34@scp.local,0,10,15.8,4,7.34,0.91,4,1,0
user_7@scp.local,0,0,119.2,0,25.19,0.84,5,2,0
user_46@scp.local,0,65,22.5,1,1428.36,0.84,2,2,1
user_29@scp.local,0,0,99.6,4,49.5,0.81,1,2,0
user_38@scp.local,0,0,50.1,0,43.73,0.98,1,1,0
user_15@scp.local,0,0,72.8,2,10.31,0.94,1,1,0
user_43@scp.local,27,2,45.1,0,11.37,0.88,1,2,1
user_25@scp.local,0,4,107.8,1,40.22,0.86,5,2,0
user_5@scp.local,0,4,91.0,3,14.53,0.85,1,2,0
user_16@scp.local,0,7,38.3,0,32.81,0.91,1,1,0
user_33@scp.local,0,3,85.2,2,35.3,0.92,4,2,0
user_37@scp.local,0,7,35.6,4,9.21,0.89,5,2,0
user_34@scp.local,0,9,49.7,2,36.7,0.8,1,1,0
user_36@scp.local,0,5,72.9,3,34.03,0.99,4,1,0
user_50@scp.local,0,9,85.7,0,48.18,0.9,4,2,0
user_3@scp.local,0,0,76.0,4,48.55,0.98,3,1,0
user_24@scp.local,0,3,92.9,0,7.11,0.87,5,1,0
user_5@scp.local,0,1,87.6,2,41.78,0.86,1,1,0
user_14@scp.local,0,9,47.8,1,6.96,0.84,4,2,0
user_41@scp.local,0,7,91.0,1,8.31,0.86,3,2,0
user_8@scp.local,0,2,75.9,0,15.86,0.95,1,2,0
user_44@scp.local,0,3,79.3,1,39.26,0.92,1,2,0
user_22@scp.local,0,5,18.9,2,18.33,0.91,1,2,0
user_11@scp.local,0,9,109.5,0,24.33,0.85,2,2,0
user_40@scp.local,0,4,109.2,3,42.81,0.8,2,2,0
user_29@scp.local,0,9,22.4,2,10.9,0.97,5,2,0
user_39@scp.local,0,3,13.6,4,0.26,0.95,3,1,0
user_5@scp.local,0,10,41.6,4,35.96,0.99,4,2,0
user_49@scp.local,0,1,42.2,1,36.24,0.83,4,1,0
user_37@scp.local,0,10,20.7,3,48.92,0.81,1,1,0
user_14@scp.local,0,5,69.5,1,24.64,0.82,4,1,0
user_1@scp.local,0,6,108.4,1,46.53,0.97,3,1,0
user_13@scp.local,0,21,35.7,4,35.22,0.15,5,1,1
user_10@scp.local,0,0,93.1,0,0.66,0.83,5,2,0
user_23@scp.local,0,0,87.5,0,42.54,0.8,2,1,0
user_6@scp.local,0,1,33.4,1,16.77,0.9,2,1,0
user_26@scp.local,0,4,89.4,3,18.51,0.8,4,2,0
user_32@scp.local,0,9,280.7,6,27.3,0.88,5,2,1
user_47@scp.local,0,10,15.0,3,12.38,0.82,5,1,0
user_7@scp.local,0,10,112.4,1,35.18,0.84,4,2,0
user_48@scp.local,0,0,71.3,3,14.26,0.97,4,2,0
user_40@scp.local,0,5,51.2,2,2.02,0.83,1,1,0
user_45@scp.local,0,1,58.7,2,38.28,0.8,3,2,0
user_20@scp.local,0,2,105.2,4,23.02,0.82,3,1,0
user_24@scp.local,0,1,70.7,3,32.34,0.9,3,2,0
user_3@scp.local,0,5,65.8,3,1.31,0.97,2,2,0
user_12@scp.local,0,9,29.7,3,28.53,0.88,2,1,0
user_44@scp.local,0,9,59.8,0,49.2,0.82,1,1,0
user_20@scp.local,0,9,13.3,1,41.04,0.92,5,1,0
user_20@scp.local,0,10,84.1,1,3.5,0.83,3,2,0
user_12@scp.local,0,2,116.9,2,3.04,0.82,1,2,0
user_16@scp.local,0,2,37.1,2,45.16,0.96,4,1,0
user_41@scp.local,0,8,24.6,1,8.95,0.99,3,2,0
user_36@scp.local,0,198,28.0,3,32.94,0.91,3,2,1
user_32@scp.local,0,10,57.5,3,26.87,0.94,3,1,0
user_36@scp.local,0,5,69.6,4,12.89,0.93,4,2,0
user_12@scp.local,0,1,102.5,1,7.3,0.81,3,1,0
user_31@scp.local,0,8,53.2,0,7.48,0.9,5,1,0
user_16@scp.local,0,9,52.3,0,32.15,1.0,4,2,0
user_19@scp.local,0,4,117.6,2,45.04,0.96,5,1,0
user_31@scp.local,0,3,74.5,1,2.19,0.87,4,2,0
user_29@scp.local,0,0,10.4,2,4.86,0.86,2,1,0
user_15@scp.local,0,6,74.4,3,21.68,0.91,3,1,0
